pos_name,salary_low_bound,salary_high_bound,salary_fee_months,main_tech,pos_keyword,pos_domain,city,location,degree,exp,person_in_charge,charge_pos,pos_responsibility,pos_requirement,pos_detail,enterprise,enterprise_scale,create_time
java开发工程师,20.0,40.0,12,"Java,MySQL,SpringBoot","Java,MySQL,SpringBoot",,北京,朝阳区,本科,经验不限,王女士,HR,,,,中防创融,融资未公开,2022-06-11 22:20:46
高级java工程师,20.0,35.0,12,"Java,后端开发,Spring Cloud,电商领域","Java,后端开发,Spring Cloud,电商领域",,杭州,,统招本科,3-5年,董女士,HRBP,,,,企鹅科技,B轮,2022-06-11 22:20:46
高级JAVA开发工程师-互联网,25.0,50.0,12,"java,mybatis,dubbo","java,mybatis,dubbo",,北京,,本科,5-10年,赵女士,HRBP,,,,完美世界,已上市,2022-06-11 22:20:46
高级java开发工程师,20.0,30.0,16,"spring,java,mysql,数据库,sql,python","spring,java,mysql,数据库,sql,python",,重庆,渝北区,统招本科,5-10年,李女士,人力经理,,,,易天气科技,战略投资,2022-06-11 22:20:46
Java开发工程师(J10271),20.0,35.0,12,"架构设计,框架开发,框架设计,系统开发,分布式数据库,SQL","架构设计,框架开发,框架设计,系统开发,分布式数据库,SQL",,深圳,龙岗区,本科,5-10年,曹女士,招聘,,,,深圳开思时代科技有限公司,C轮,2022-06-11 22:20:46
资深Java工程师,25.0,30.0,12,"模块开发,系统开发,Dubbo,SpringCloud,Spring,JVM,Mybatis,Solr,Zookeeper,MySQL","模块开发,系统开发,Dubbo,SpringCloud,Spring,JVM,Mybatis,Solr,Zookeeper,MySQL",,上海,长宁区,统招本科,5-10年,赵女士,招聘组长,,,,格林酒店集团,美股上市,2022-06-11 22:20:46
Java 开发工程师,25.0,30.0,26,"Java,投研系统开发","Java,投研系统开发",,深圳,,硕士及以上,3-5年,程先生,猎头顾问,,,,某公募基金公司,A轮,2022-06-11 22:20:46
java高级开发工程师（大数据）,20.0,40.0,16,"架构设计,功能开发,模块开发,数据开发,框架开发,框架设计,系统设计,算法设计,技术支持,Java","架构设计,功能开发,模块开发,数据开发,框架开发,框架设计,系统设计,算法设计,技术支持,Java",,深圳,福田区,统招本科,3-5年,邱女士,HR,,,,中国平安人寿保险股份有限公司,10000人以上,2022-06-11 22:20:46
Java开发工程师（国元证券）,12.0,16.0,14,"SpringCloud,后端开发,金融领域","SpringCloud,后端开发,金融领域",,合肥,蜀山区,大专,3-5年,李女士,HRBP,,,,安徽科大国创软件科技有限公司,1000-2000人,2022-06-11 22:20:46
【急】java高级研发工程师,30.0,60.0,15,"数据库,java,密码算法,分布式","数据库,java,密码算法,分布式",,北京,,统招本科,经验不限,余先生,上午,,,,中国电信股份有限公司网络安全产品运营中心,50-99人,2022-06-11 22:20:46
JAVA初级开发工程师,7.0,10.0,12,"Mybatis,IOS框架,RocketMQ,SQL,消息队列,RabbitMQ,非关系型数据库,Kafka","Mybatis,IOS框架,RocketMQ,SQL,消息队列,RabbitMQ,非关系型数据库,Kafka",,上海,,大专,经验不限,火女士,,,,,理想集团,500-999人,2022-06-11 22:20:46
java高级工程师,20.0,40.0,14,"架构设计,Java,PHP,Python","架构设计,Java,PHP,Python",,北京,,统招本科,5-10年,梁先生,HR,,,,中信出版集团股份有限公司,沪深A股上市,2022-06-11 22:20:46
项目经理 Project Manager (JS/Java/Node.JS),22.0,35.0,13,软件行业,软件行业,,上海,,本科,5-10年,潘女士,Recruiter,,,,普华永道信息技术,10000人以上,2022-06-11 22:20:46
初级Java开发工程师,5.0,6.0,12,java,java,,成都,,大专,一年以下,贺女士,hr专员,,,,世鼎亿安,100-499人,2022-06-11 22:20:46
java,16.0,26.0,13,"架构设计,容器,Java","架构设计,容器,Java",,深圳,福田区,本科,1-3年,林女士,总经理,,,,深圳市习创知识产权代理有限公司,,2022-06-11 22:20:46
java高级开发工程师,25.0,50.0,15,"架构设计,JVM,PostgreSQL","架构设计,JVM,PostgreSQL",,上海,浦东新区,统招本科,5-10年,李先生,技术经理,,,,中邮邮惠万家银行有限责任公司,100-499人,2022-06-11 22:20:46
软件工程师（Java）,15.0,20.0,12,Java,Java,,深圳,南山区,本科,3-5年,刘女士,,,,,深圳数研院,1000-2000人,2022-06-11 22:20:46
java开发,13.0,25.0,14,"java,mybatis,netty","java,mybatis,netty",,郑州,,大专及以上,经验不限,戚女士,猎头顾问,,,,一家总部在北京的软件公司,融资未公开,2022-06-11 22:20:46
资深java开发工程师,35.0,45.0,13,"Dubbo,Spring,后端开发,Mybatis,架构设计,SQL,Web Service","Dubbo,Spring,后端开发,Mybatis,架构设计,SQL,Web Service",,上海,青浦区,本科,5-10年,卢女士,HRBP,,,,极兔速递有限公司,10000人以上,2022-06-11 22:20:46
java开发,15.0,25.0,13,"Spring,后端开发,C++,Java","Spring,后端开发,C++,Java",,重庆,渝中区,本科,5-10年,黄女士,,,,,普华永道信息技术,10000人以上,2022-06-11 22:20:46
初级java开发工程师,6.0,10.0,12,"Java,后端开发,Kafka,RocketMQ,RabbitMQ,Spring,SQL","Java,后端开发,Kafka,RocketMQ,RabbitMQ,Spring,SQL",,上海,浦东新区,大专,经验不限,顾女士,招聘专员,,,,理想集团,500-999人,2022-06-11 22:20:46
Java,30.0,45.0,15,"spring,java,mysql,redis,mongodb","spring,java,mysql,redis,mongodb",,上海,,统招本科,5-10年,刘先生,,,,,上海能链众合科技有限公司,B轮,2022-06-11 22:20:46
高级java开发工程师,30.0,60.0,16,"Java,Dubbo,Mybatis,Spring,Spring Boot,Redis,Kafka,Zookeeper,后端开发,电商领域","Java,Dubbo,Mybatis,Spring,Spring Boot,Redis,Kafka,Zookeeper,后端开发,电商领域",,上海,长宁区,本科,3-5年,刘先生,Java后端开发工程师,,,,上海寻梦信息技术有限公司,已上市,2022-06-11 22:20:46
高级java开发工程师,17.0,30.0,12,"框架开发,框架设计,模块开发,大数据领域,系统开发,后端开发,Spring,IT/信息化领域,Dubbo,架构设计","框架开发,框架设计,模块开发,大数据领域,系统开发,后端开发,Spring,IT/信息化领域,Dubbo,架构设计",,北京,海淀区,大专,5-10年,伍女士,人事经理,,,,软通动力,10000人以上,2022-06-11 22:20:46
java,10.0,19.0,13,"java,mysql,mybatis,sql","java,mysql,mybatis,sql",,深圳,,大专,1-3年,陈女士,HR,,,,网新新思,500-999人,2022-06-11 22:20:49
java高级开发工程师,20.0,40.0,12,"spring,java,数据库,redis,mongodb,memcached","spring,java,数据库,redis,mongodb,memcached",,北京,,本科,经验不限,李先生,项目经理,,,,中泰证券,已上市,2022-06-11 22:20:49
高级java开发工程师（银行项目）,16.0,30.0,12,"框架开发,框架设计,系统开发,Java,MySQL","框架开发,框架设计,系统开发,Java,MySQL",,北京,,大专,5-10年,操女士,招聘经理,,,,软通动力,10000人以上,2022-06-11 22:20:49
Java开发工程师,10.0,15.0,13,"Spring,Struts,Hibernate,IT/信息化领域,需求分析,MySQL,Oracle","Spring,Struts,Hibernate,IT/信息化领域,需求分析,MySQL,Oracle",,成都,青羊区,统招本科,3-5年,余女士,人事,,,,浙江金惠科技有限公司,融资未公开,2022-06-11 22:20:49
java高级工程师,12.0,20.0,12,"Java,Spring,后端开发,框架开发","Java,Spring,后端开发,框架开发",,深圳,宝安区,本科,1-3年,王女士,HR,,,,深圳古瑞瓦特新能源,2000-5000人,2022-06-11 22:20:49
供应链系统Java开发,30.0,60.0,15,"供应链仓储,Java","供应链仓储,Java",,北京,顺义区,统招本科,5-10年,孙女士,HR,,,,滴滴,其他,2022-06-11 22:20:49
JAVA高级软件开发工程师,20.0,30.0,15,"java,sql,javascript","java,sql,javascript",,上海,长宁区,统招本科,3-5年,魏女士,招聘专家,,,,黑湖科技,C轮,2022-06-11 22:20:49
Java,12.0,30.0,16,"系统开发,模块开发,架构设计,架构开发,SQL","系统开发,模块开发,架构设计,架构开发,SQL",,上海,浦东新区,统招本科,经验不限,黄先生,高级经理,,,,上交所技术有限责任公司,100-499人,2022-06-11 22:20:49
Java开发工程师,10.0,20.0,13,"模块开发,Spring,云计算领域,Dubbo,电商领域,Java,MongoDB,Redis,HTML,WebLogic","模块开发,Spring,云计算领域,Dubbo,电商领域,Java,MongoDB,Redis,HTML,WebLogic",,北京,,统招本科,3-5年,高先生,,,,,信美人寿相互保险社,A轮,2022-06-11 22:20:49
高级java开发工程师,20.0,40.0,13,"Mybatis,Spring,电商领域,系统开发,消息队列,RabbitMQ,Redis,MySQL,Java,Kafka","Mybatis,Spring,电商领域,系统开发,消息队列,RabbitMQ,Redis,MySQL,Java,Kafka",,成都,,统招本科,3-5年,丁女士,HRBP经理,,,,成都仰格科技有限责任公司,100-499人,2022-06-11 22:20:49
java专家-跨境基础平台,25.0,35.0,16,"Dubbo,SpringBoot,Java,MySQL,Redis,Oracle,RocketMQ,后端开发","Dubbo,SpringBoot,Java,MySQL,Redis,Oracle,RocketMQ,后端开发",,杭州,,统招本科,3-5年,刘先生,高级开发工程师,,,,连连支付,D轮,2022-06-11 22:20:49
java工程师,50.0,60.0,14,"功能开发,模块开发,JVM,架构设计,服务器开发,Java","功能开发,模块开发,JVM,架构设计,服务器开发,Java",,深圳,南山区,本科,3-5年,脱女士,猎头,,,,Michael Page,5000-10000人,2022-06-11 22:20:49
java工程师,12.0,22.0,12,"Spring,Java,Oracle,MySQL,后端开发,银行领域","Spring,Java,Oracle,MySQL,后端开发,银行领域",,北京,,本科,经验不限,徐先生,专家,,,,龙盈智达(北京)科技有限公司,500-999人,2022-06-11 22:20:49
Java开发工程师-1,12.0,18.0,12,"Spring,Hibernate","Spring,Hibernate",,郑州,金水区,本科,3-5年,李女士,,,,,信大捷安,500-999人,2022-06-11 22:20:49
软件开发工程师（JAVA方向）,15.0,20.0,12,"Spring,Fastjson,Hibernate,Mybatis,MVC,模块开发,SAF框架,Spring MVC,JVM,架构设计","Spring,Fastjson,Hibernate,Mybatis,MVC,模块开发,SAF框架,Spring MVC,JVM,架构设计",,深圳,南山区,本科,3-5年,刘女士,,,,,深圳数研院,1000-2000人,2022-06-11 22:20:49
java开发工程师,12.0,22.0,12,"spring,java,mysql,数据库,hibernate,oracle,svn,git,jenkins,springboot","spring,java,mysql,数据库,hibernate,oracle,svn,git,jenkins,springboot",,广州,天河区,本科,3-5年,莫女士,HR,,,,中电金信,其他,2022-06-11 22:20:49
资深java架构师,25.0,55.0,12,"架构设计,SpringCloud,系统设计,电商领域,技术战略,软件开发,消息队列","架构设计,SpringCloud,系统设计,电商领域,技术战略,软件开发,消息队列",,深圳,福田区,统招本科,5-10年,刘先生,高级招聘,,,,深圳华秋电子有限公司,C轮,2022-06-11 22:20:49
java工程师,12.0,14.0,12,"SpringBoot,SpringMVC,MySQL,Oracle","SpringBoot,SpringMVC,MySQL,Oracle",,北京,顺义区,本科,1-3年,张先生,HR,,,,汉克时代,2000-5000人,2022-06-11 22:20:49
国-企，Java工程师,40.0,60.0,12,"Dubbo,Spring,Spring Boot,Kafka,JVM,Redis,Java,Zookeeper","Dubbo,Spring,Spring Boot,Kafka,JVM,Redis,Java,Zookeeper",,深圳,福田区,统招本科,3-5年,杨女士,猎头顾问,,,,某知名基金证券上市公司,已上市,2022-06-11 22:20:49
Java,15.0,20.0,12,模块开发,模块开发,,北京,朝阳区,大专,3-5年,夏女士,招聘主管,,,,伊顿国际教育集团,2000-5000人,2022-06-11 22:20:49
Java工程师(JALWP),15.0,30.0,20,"spring,java,mysql,hibernate,oracle","spring,java,mysql,hibernate,oracle",,北京,朝阳区,统招本科,3-5年,杨女士,HRBP,,,,方正证券,沪深A股上市,2022-06-11 22:20:49
Java 架构师/Team Leader/高级Java工程师,20.0,50.0,14,"Spring Boot,IT/信息化领域","Spring Boot,IT/信息化领域",,上海,静安区,本科,5-10年,许女士,HR - Recruiting,,,,上海弼博信息技术有限公司,100-499人,2022-06-11 22:20:49
资深java开发工程师,28.0,50.0,15,"架构设计,大数据领域,架构开发,银行领域,框架开发,框架设计,PostgreSQL,Redis,消息队列,MySQL","架构设计,大数据领域,架构开发,银行领域,框架开发,框架设计,PostgreSQL,Redis,消息队列,MySQL",,上海,浦东新区,本科,5-10年,李先生,技术经理,,,,中邮邮惠万家银行有限责任公司,100-499人,2022-06-11 22:20:49
华为云大数据java开发（德科）,20.0,30.0,12,"Java,后端开发,大数据领域","Java,后端开发,大数据领域",,南京,,本科,经验不限,杨先生,大数据开发工程师,,,,华为,10000人以上,2022-06-11 22:20:49
java后端开发,20.0,30.0,14,"SpringCloud,SpringBoot,后端开发,医疗领域","SpringCloud,SpringBoot,后端开发,医疗领域",,深圳,,统招本科,5-10年,刘女士,高级HRBP专员,,,,麦科田医疗,1000-2000人,2022-06-11 22:20:49
java,20.0,30.0,14,"java,hadoop,hbase,spark,c++","java,hadoop,hbase,spark,c++",,深圳,,本科,经验不限,刘女士,招聘专员/助理,,,,华为,10000人以上,2022-06-11 22:20:49
java后端工程师,12.0,18.0,12,"模块开发,HTML,CSS,GIT","模块开发,HTML,CSS,GIT",,成都,,大专,1-3年,刘女士,人力资源专员,,,,宏利金融全球服务中心（成都）,100-499人,2022-06-11 22:20:49
互联网JAVA开发工程师,20.0,40.0,14,"SpringCloud,Spring,unix,分布式技术,sql,Redis","SpringCloud,Spring,unix,分布式技术,sql,Redis",,南京,雨花台区,统招本科,经验不限,陆女士,招聘专员/助理,,,,荣耀终端,其他,2022-06-11 22:20:49
高级java开发,25.0,30.0,12,"架构设计,框架开发,框架设计,Spring,Mybatis,架构开发,引擎开发,Java,Redis,MySQL","架构设计,框架开发,框架设计,Spring,Mybatis,架构开发,引擎开发,Java,Redis,MySQL",,深圳,,本科,5-10年,李先生,HRBP,,,,稳健医疗,创业板上市,2022-06-11 22:20:49
java软件开发工程师,15.0,30.0,15,"oracle,后端开发","oracle,后端开发",,南京,,硕士,1-3年,杨先生,党总支书记,,,,南京电子工程研究所(中国电子科技集团公司第二十八研究所),,2022-06-11 22:20:49
java架构师,30.0,40.0,12,,,,广州,,学历不限,5-10年,余先生,猎头顾问,,,,某广州大型IT服务公司,融资未公开,2022-06-11 22:20:49
java架构师,25.0,35.0,12,,,,广州,,统招本科,3-5年,刘先生,猎头顾问,,,,某广州大型IT服务公司,融资未公开,2022-06-11 22:20:49
java工程师,15.0,22.0,12,,,,北京,朝阳区,本科,1-3年,杨女士,人事经理,,,,北京思想天下教育科技有限公司,100-499人,2022-06-11 22:20:49
JAVA开发助理工程师,6.0,8.0,14,"Spring MVC,Mybatis,MVC,前端开发,框架开发","Spring MVC,Mybatis,MVC,前端开发,框架开发",,嘉兴,南湖区,统招本科,一年以下,董女士,HR,,,,昱能科技股份有限公司,100-499人,2022-06-11 22:20:49
java高级工程师,30.0,45.0,12,"模块开发,MongoDB,MySQL","模块开发,MongoDB,MySQL",,北京,朝阳区,统招本科,5-10年,秦女士,HR,,,,北京卡路里信息技术有限公司,1000-2000人,2022-06-11 22:20:49
JAVA高级工程师,15.0,25.0,14,"Spring,Redis,Linux","Spring,Redis,Linux",,北京,海淀区,大专,5-10年,葛女士,人力资源专员,,,,金名正元(北京)科技有限公司,融资未公开,2022-06-11 22:20:49
初级java开发工程师,14.0,19.0,18,"Java,SQL","Java,SQL",,北京,,统招本科,1-3年,徐先生,信息技术部负责人,,,,首创证券,1000-2000人,2022-06-11 22:20:49
java开发,15.0,30.0,15,"Spring,后端开发,Spring Boot,Spring Cloud,大数据领域","Spring,后端开发,Spring Boot,Spring Cloud,大数据领域",,上海,浦东新区,本科,3-5年,严先生,招聘专员,,,,同盾科技,D轮,2022-06-11 22:20:49
java高级开发工程师,15.0,30.0,15,"金融领域,MySQL,前端开发,后端开发,Dubbo,支付业务,支付产品","金融领域,MySQL,前端开发,后端开发,Dubbo,支付业务,支付产品",,深圳,,大专及以上,5-10年,刘先生,猎头顾问,,,,深圳知名IT互联网上市公司,已上市,2022-06-11 22:20:49
java高级工程师,18.0,25.0,12,"JVM,模块开发,架构设计,VR开发,IT/信息化领域,SQL,MySQL,Oracle,Java,ST语言","JVM,模块开发,架构设计,VR开发,IT/信息化领域,SQL,MySQL,Oracle,Java,ST语言",,中山,,本科,3-5年,施女士,首席执行官CEO/总裁/总经理,,,,派创科技,天使轮,2022-06-11 22:20:49
java架构师,30.0,45.0,12,"SpringCloud,SpringMVC,架构设计,Java,MySQL,Oracle,银行领域","SpringCloud,SpringMVC,架构设计,Java,MySQL,Oracle,银行领域",,北京,,本科,5-10年,赵女士,招聘,,,,软通动力,10000人以上,2022-06-11 22:20:53
Java开发工程师,12.0,20.0,13,"后端开发,Java","后端开发,Java",,天津,,统招本科,1-3年,常先生,HR,,,,天津光电通信技术有限公司,融资未公开,2022-06-11 22:20:53
java高级开发工程师,18.0,35.0,12,"Mybatis,后端开发,框架设计,框架开发,IOS框架,架构设计,Redis,消息队列,MySQL,Docker","Mybatis,后端开发,框架设计,框架开发,IOS框架,架构设计,Redis,消息队列,MySQL,Docker",,北京,昌平区,本科,3-5年,周女士,财务经理,,,,非象(北京)科技有限公司,50-99人,2022-06-11 22:20:53
Java初级开发工程师,8.0,15.0,13,"数据库,oracle,java,erp,软件开发","数据库,oracle,java,erp,软件开发",,深圳,福田区,本科,一年以下,尹女士,人力资源助理（实习）,,,,德国蓝科,100-499人,2022-06-11 22:20:53
"后端开发工程师（Java）
",15.0,25.0,20,"模块开发,架构设计,SpringBoot,Spring Boot,Mybatis,架构开发,框架设计,框架开发,需求分析,Docker","模块开发,架构设计,SpringBoot,Spring Boot,Mybatis,架构开发,框架设计,框架开发,需求分析,Docker",,上海,浦东新区,统招本科,经验不限,熊先生,猎头顾问,,,,某央企研究院,不需要融资,2022-06-11 22:20:53
java软件开发,10.0,25.0,12,"ASP.NET,IT/信息化领域,MVC,前端开发,框架设计,框架开发,R语言,Redis,C语言,C/C++","ASP.NET,IT/信息化领域,MVC,前端开发,框架设计,框架开发,R语言,Redis,C语言,C/C++",,南京,,统招本科,1-3年,胡女士,人力资源主管,,,,江苏省港口集团信息科技有限公司,50-99人,2022-06-11 22:20:53
java开发软件工程师,18.0,30.0,14,"游戏开发,手游,Slg游戏,服务器开发","游戏开发,手游,Slg游戏,服务器开发",,北京,朝阳区,本科,3-5年,张女士,HRBP,,,,小北互娱(北京)科技有限公司,50-99人,2022-06-11 22:20:53
Java开发（初级）,8.0,12.0,13,java,java,,武汉,武昌区,本科,1-3年,范女士,HR,,,,金仕达,战略投资,2022-06-11 22:20:53
Java开发工程师,18.0,30.0,12,"系统开发,需求分析,Java","系统开发,需求分析,Java",,北京,,大专及以上,经验不限,朱女士,猎头顾问,,,,某互联网公司,100-499人,2022-06-11 22:20:53
java高级工程师,10.0,15.0,12,Java,Java,,广州,,大专,5-10年,毕女士,,,,,劳卡家具,1000-2000人,2022-06-11 22:20:53
java工程师,8.0,12.0,12,,,,北京,海淀区,大专,经验不限,康先生,编辑,,,,中国科学院信息工程研究所,融资未公开,2022-06-11 22:20:53
java开发,8.0,13.0,12,,,,北京,海淀区,大专,经验不限,康先生,编辑,,,,中国科学院信息工程研究所,融资未公开,2022-06-11 22:20:53
java后台开发,4.0,8.0,12,"Java,Spring Boot,Spring Cloud,Docker,Spring,React,Vue","Java,Spring Boot,Spring Cloud,Docker,Spring,React,Vue",,郑州,二七区,本科,1-3年,吴先生,HR,,,,郑州业伟实业有限公司,50-99人,2022-06-11 22:20:53
